ST|ZIPCODE|GEO_ID|GEO_TTL|FOOTID_GEO|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|YEAR|ESTAB|ESTAB_F|EMP|EMP_F|EMP_N|EMP_N_F|PAYQTR1|PAYQTR1_F|PAYQTR1_N|PAYQTR1_N_F|PAYANN|PAYANN_F|PAYANN_N|PAYANN_N_F
01|36609|8610000US36609|36609(MOBILE,AL)||00|Total for all sectors||2012|778||11048||0|G|91624||0|G|369326||0|G
01|36610|8610000US36610|36610(MOBILE,AL)||00|Total for all sectors||2012|150||2207||0|G|22163||0|G|92574||0|G
01|36611|8610000US36611|36611(MOBILE,AL)||00|Total for all sectors||2012|84||1250||0|G|15609||0|H|63295||0|H
01|36612|8610000US36612|36612(MOBILE,AL)||00|Total for all sectors||2012|79||1255||0|G|11576||0|G|45156||0|G
01|36613|8610000US36613|36613(EIGHT MILE,AL)||00|Total for all sectors||2012|101||1488||0|G|11187||0|G|46240||0|G
01|36615|8610000US36615|36615(MOBILE,AL)||00|Total for all sectors||2012|54||2558||0|G|33002||0|G|130423||0|G
01|36616|8610000US36616|36616(MOBILE,AL)||00|Total for all sectors||2012|12||133||0|G|1901||0|G|6767||0|G
01|36617|8610000US36617|36617(MOBILE,AL)||00|Total for all sectors||2012|114||3830||0|G|34409||0|G|142003||0|G
01|36618|8610000US36618|36618(MOBILE,AL)||00|Total for all sectors||2012|204||3174||0|G|23341||0|G|94444||0|G
01|36619|8610000US36619|36619(MOBILE,AL)||00|Total for all sectors||2012|384||5819||0|G|45687||0|G|185271||0|G
01|36625|8610000US36625|36625(MOBILE,AL)||00|Total for all sectors||2012|8||0|b|0|D|0|D|0|D|0|D|0|D
01|36630|8610000US36630|36630(MOBILE,AL)||00|Total for all sectors||2012|1||0|b|0|D|0|D|0|D|0|D|0|D
01|36633|8610000US36633|36633(MOBILE,AL)||00|Total for all sectors||2012|13||0|b|0|S|598||0|H|2814||0|H
01|36640|8610000US36640|36640(MOBILE,AL)||00|Total for all sectors||2012|4||0|a|0|S|59||0|G|265||0|G
01|36644|8610000US36644|36644(MOBILE,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36652|8610000US36652|36652(MOBILE,AL)||00|Total for all sectors||2012|31||1439||0|H|25229||0|H|107372||0|H
01|36660|8610000US36660|36660(MOBILE,AL)||00|Total for all sectors||2012|9||37||0|G|408||0|G|1925||0|G
01|36670|8610000US36670|36670(MOBILE,AL)||00|Total for all sectors||2012|9||48||0|H|268||0|H|1379||0|G
01|36671|8610000US36671|36671(MOBILE,AL)||00|Total for all sectors||2012|4||0|b|0|S|379||0|G|1548||0|G
01|36685|8610000US36685|36685(MOBILE,AL)||00|Total for all sectors||2012|12||0|b|0|S|754||0|H|3168||0|H
01|36688|8610000US36688|36688(MOBILE,AL)||00|Total for all sectors||2012|11||0|h|0|D|0|D|0|D|0|D|0|D
01|36689|8610000US36689|36689(MOBILE,AL)||00|Total for all sectors||2012|8||28||0|G|282||0|G|1020||0|G
01|36691|8610000US36691|36691(MOBILE,AL)||00|Total for all sectors||2012|28||684||0|G|3840||0|G|46701||0|G
01|36693|8610000US36693|36693(MOBILE,AL)||00|Total for all sectors||2012|482||6308||0|G|51553||0|G|215036||0|G
01|36695|8610000US36695|36695(MOBILE,AL)||00|Total for all sectors||2012|602||9430||0|G|78948||0|G|441676||0|H
01|36701|8610000US36701|36701(SELMA,AL)||00|Total for all sectors||2012|537||7263||0|G|50484||0|G|203682||0|G
01|36702|8610000US36702|36702(SELMA,AL)||00|Total for all sectors||2012|42||1117||0|G|12888||0|G|54960||0|G
01|36703|8610000US36703|36703(SELMA,AL)||00|Total for all sectors||2012|140||2035||0|G|14391||0|H|57591||0|H
01|36720|8610000US36720|36720(ALBERTA,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36722|8610000US36722|36722(ARLINGTON,AL)||00|Total for all sectors||2012|6||52||0|G|601||0|G|2220||0|G
01|36726|8610000US36726|36726(CAMDEN,AL)||00|Total for all sectors||2012|121||979||0|G|5868||0|G|24783||0|G
01|36728|8610000US36728|36728(CATHERINE,AL)||00|Total for all sectors||2012|6||36||0|G|203||0|G|933||0|G
01|36732|8610000US36732|36732(DEMOPOLIS,AL)||00|Total for all sectors||2012|314||4693||0|H|40339||0|H|162485||0|H
01|36736|8610000US36736|36736(DIXONS MILLS,AL)||00|Total for all sectors||2012|15||67||0|G|270||0|G|956||0|G
01|36738|8610000US36738|36738(FAUNSDALE,AL)||00|Total for all sectors||2012|11||35||0|G|209||0|G|929||0|G
01|36740|8610000US36740|36740(FORKLAND,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36741|8610000US36741|36741(FURMAN,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36742|8610000US36742|36742(GALLION,AL)||00|Total for all sectors||2012|18||117||0|H|870||0|G|3564||0|G
01|36744|8610000US36744|36744(GREENSBORO,AL)||00|Total for all sectors||2012|112||966||0|G|6546||0|G|26841||0|G
01|36748|8610000US36748|36748(LINDEN,AL)||00|Total for all sectors||2012|74||580||0|G|3755||0|G|16184||0|G
01|36749|8610000US36749|36749(JONES,AL)||00|Total for all sectors||2012|3||4||0|G|11||0|G|38||0|H
01|36750|8610000US36750|36750(MAPLESVILLE,AL)||00|Total for all sectors||2012|40||530||0|G|4308||0|G|16621||0|G
01|36751|8610000US36751|36751(LOWER PEACH TREE,AL)||00|Total for all sectors||2012|3||17||0|G|182||0|G|829||0|G
01|36752|8610000US36752|36752(LOWNDESBORO,AL)||00|Total for all sectors||2012|23||0|f|0|D|0|D|0|D|0|D|0|D
01|36753|8610000US36753|36753(MC WILLIAMS,AL)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
01|36756|8610000US36756|36756(MARION,AL)||00|Total for all sectors||2012|88||1104||0|G|8330||0|G|33136||0|G
01|36758|8610000US36758|36758(PLANTERSVILLE,AL)||00|Total for all sectors||2012|13||68||0|H|253||0|H|915||0|G
01|36759|8610000US36759|36759(MARION JUNCTION,AL)||00|Total for all sectors||2012|8||12||0|G|63||0|G|251||0|G
01|36761|8610000US36761|36761(MINTER,AL)||00|Total for all sectors||2012|6||0|a|0|S|136||0|G|528||0|G
01|36762|8610000US36762|36762(MORVIN,AL)||00|Total for all sectors||2012|1||0|b|0|D|0|D|0|D|0|D|0|D
01|36763|8610000US36763|36763(MYRTLEWOOD,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36764|8610000US36764|36764(NANAFALIA,AL)||00|Total for all sectors||2012|4||38||0|G|334||0|G|1625||0|G
01|36765|8610000US36765|36765(NEWBERN,AL)||00|Total for all sectors||2012|8||25||0|G|162||0|G|652||0|G
01|36766|8610000US36766|36766(OAK HILL,AL)||00|Total for all sectors||2012|4||2||0|G|9||0|G|89||0|G
01|36767|8610000US36767|36767(ORRVILLE,AL)||00|Total for all sectors||2012|12||42||0|G|121||0|G|534||0|G
01|36768|8610000US36768|36768(PINE APPLE,AL)||00|Total for all sectors||2012|7||402||0|H|887||0|H|7246||0|H
01|36769|8610000US36769|36769(PINE HILL,AL)||00|Total for all sectors||2012|39||608||0|G|8402||0|G|34079||0|G
01|36773|8610000US36773|36773(SAFFORD,AL)||00|Total for all sectors||2012|4||23||0|H|0|S|0|S|427||0|H
01|36775|8610000US36775|36775(SARDIS,AL)||00|Total for all sectors||2012|7||35||0|G|286||0|G|1139||0|G
01|36776|8610000US36776|36776(SAWYERVILLE,AL)||00|Total for all sectors||2012|4||0|b|0|D|0|D|0|D|0|D|0|D
01|36782|8610000US36782|36782(SWEET WATER,AL)||00|Total for all sectors||2012|26||139||0|G|1449||0|G|5806||0|G
01|36783|8610000US36783|36783(THOMASTON,AL)||00|Total for all sectors||2012|15||53||0|G|198||0|G|894||0|G
01|36784|8610000US36784|36784(THOMASVILLE,AL)||00|Total for all sectors||2012|207||2232||0|G|14707||0|G|64782||0|G
01|36785|8610000US36785|36785(TYLER,AL)||00|Total for all sectors||2012|7||67||0|G|433||0|G|1774||0|G
01|36786|8610000US36786|36786(UNIONTOWN,AL)||00|Total for all sectors||2012|34||394||0|G|2676||0|G|11289||0|G
01|36790|8610000US36790|36790(STANTON,AL)||00|Total for all sectors||2012|10||69||0|G|581||0|G|2264||0|G
01|36792|8610000US36792|36792(RANDOLPH,AL)||00|Total for all sectors||2012|11||53||0|H|390||0|H|1768||0|H
01|36793|8610000US36793|36793(LAWLEY,AL)||00|Total for all sectors||2012|4||25||0|H|209||0|G|802||0|G
01|36801|8610000US36801|36801(OPELIKA,AL)||00|Total for all sectors||2012|783||15839||0|G|120178||0|G|492724||0|G
01|36802|8610000US36802|36802(OPELIKA,AL)||00|Total for all sectors||2012|4||34||0|G|284||0|G|1213||0|G
01|36803|8610000US36803|36803(OPELIKA,AL)||00|Total for all sectors||2012|34||576||0|G|3234||0|G|13155||0|G
01|36804|8610000US36804|36804(OPELIKA,AL)||00|Total for all sectors||2012|147||1412||0|G|8779||0|G|43706||0|H
01|36830|8610000US36830|36830(AUBURN,AL)||00|Total for all sectors||2012|957||11811||0|G|78620||0|G|329738||0|G
01|36831|8610000US36831|36831(AUBURN,AL)||00|Total for all sectors||2012|37||976||0|H|7500||0|H|31768||0|H
01|36832|8610000US36832|36832(AUBURN,AL)||00|Total for all sectors||2012|225||4605||0|G|36335||0|G|152424||0|G
01|36849|8610000US36849|36849(AUBURN UNIVERSITY,AL)||00|Total for all sectors||2012|35||0|f|0|S|0|S|0|S|6129||0|H
01|36850|8610000US36850|36850(CAMP HILL,AL)||00|Total for all sectors||2012|20||0|c|0|D|0|D|0|D|0|D|0|D
01|36851|8610000US36851|36851(COTTONTON,AL)||00|Total for all sectors||2012|6||0|e|0|D|0|D|0|D|0|D|0|D
01|36852|8610000US36852|36852(CUSSETA,AL)||00|Total for all sectors||2012|24||1029||0|G|8000||0|G|33623||0|G
01|36853|8610000US36853|36853(DADEVILLE,AL)||00|Total for all sectors||2012|169||2176||0|G|14716||0|G|67726||0|G
01|36854|8610000US36854|36854(VALLEY,AL)||00|Total for all sectors||2012|213||2900||0|G|20304||0|G|90648||0|G
01|36855|8610000US36855|36855(FIVE POINTS,AL)||00|Total for all sectors||2012|9||17||0|G|66||0|G|218||0|G
01|36856|8610000US36856|36856(FORT MITCHELL,AL)||00|Total for all sectors||2012|23||170||0|G|1056||0|G|4813||0|G
01|36858|8610000US36858|36858(HATCHECHUBBEE,AL)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
01|36859|8610000US36859|36859(HOLY TRINITY,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36860|8610000US36860|36860(HURTSBORO,AL)||00|Total for all sectors||2012|22||123||0|G|507||0|G|1891||0|G
01|36861|8610000US36861|36861(JACKSONS GAP,AL)||00|Total for all sectors||2012|24||0|c|0|S|626||0|H|3234||0|H
01|36862|8610000US36862|36862(LAFAYETTE,AL)||00|Total for all sectors||2012|96||919||0|G|6527||0|G|27305||0|G
01|36863|8610000US36863|36863(LANETT,AL)||00|Total for all sectors||2012|198||1657||0|G|12680||0|G|51586||0|G
01|36865|8610000US36865|36865(LOACHAPOKA,AL)||00|Total for all sectors||2012|5||0|b|0|D|0|D|0|D|0|D|0|D
01|36866|8610000US36866|36866(NOTASULGA,AL)||00|Total for all sectors||2012|33||199||0|G|1041||0|G|4474||0|G
01|36867|8610000US36867|36867(PHENIX CITY,AL)||00|Total for all sectors||2012|517||6821||0|G|62268||0|H|235948||0|H
01|36868|8610000US36868|36868(PHENIX CITY,AL)||00|Total for all sectors||2012|38||296||0|G|1772||0|G|7126||0|G
01|36869|8610000US36869|36869(PHENIX CITY,AL)||00|Total for all sectors||2012|133||2546||0|G|17030||0|G|72916||0|G
01|36870|8610000US36870|36870(PHENIX CITY,AL)||00|Total for all sectors||2012|108||693||0|H|4345||0|G|18568||0|G
01|36871|8610000US36871|36871(PITTSVIEW,AL)||00|Total for all sectors||2012|10||0|c|0|D|0|D|0|D|0|D|0|D
01|36872|8610000US36872|36872(VALLEY,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36874|8610000US36874|36874(SALEM,AL)||00|Total for all sectors||2012|49||395||0|H|2734||0|H|12520||0|G
01|36875|8610000US36875|36875(SEALE,AL)||00|Total for all sectors||2012|22||0|b|0|S|634||0|H|2611||0|H
01|36877|8610000US36877|36877(SMITHS STATION,AL)||00|Total for all sectors||2012|77||651||0|G|5322||0|H|19144||0|H
01|36879|8610000US36879|36879(WAVERLY,AL)||00|Total for all sectors||2012|10||31||0|G|140||0|H|548||0|H
01|36901|8610000US36901|36901(BELLAMY,AL)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
01|36904|8610000US36904|36904(BUTLER,AL)||00|Total for all sectors||2012|134||903||0|G|5833||0|G|25429||0|G
01|36907|8610000US36907|36907(CUBA,AL)||00|Total for all sectors||2012|15||0|f|0|D|0|D|0|D|0|D|0|D
01|36908|8610000US36908|36908(GILBERTOWN,AL)||00|Total for all sectors||2012|58||289||0|G|1726||0|G|7427||0|G
01|36910|8610000US36910|36910(JACHIN,AL)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
01|36912|8610000US36912|36912(LISMAN,AL)||00|Total for all sectors||2012|6||15||0|G|90||0|G|326||0|G
01|36913|8610000US36913|36913(MELVIN,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36915|8610000US36915|36915(NEEDHAM,AL)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
01|36916|8610000US36916|36916(PENNINGTON,AL)||00|Total for all sectors||2012|24||0|g|0|D|0|D|0|D|0|D|0|D
01|36919|8610000US36919|36919(SILAS,AL)||00|Total for all sectors||2012|26||152||0|G|980||0|G|4287||0|G
01|36921|8610000US36921|36921(TOXEY,AL)||00|Total for all sectors||2012|13||186||0|G|1539||0|G|6516||0|G
01|36922|8610000US36922|36922(WARD,AL)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
01|36925|8610000US36925|36925(YORK,AL)||00|Total for all sectors||2012|55||561||0|H|3105||0|H|12136||0|H
02|99501|8610000US99501|99501(ANCHORAGE,AK)||00|Total for all sectors||2012|1439||20966||0|G|234922||0|G|1072014||0|G
02|99502|8610000US99502|99502(ANCHORAGE,AK)||00|Total for all sectors||2012|393||9783||0|G|192737||0|G|724819||0|G
02|99503|8610000US99503|99503(ANCHORAGE,AK)||00|Total for all sectors||2012|1736||43400||0|G|679179||0|G|2686500||0|G
02|99504|8610000US99504|99504(ANCHORAGE,AK)||00|Total for all sectors||2012|420||6950||0|G|168989||0|G|567640||0|G
02|99505|8610000US99505|99505(FORT RICHARDSON,AK)||00|Total for all sectors||2012|41||406||0|G|4114||0|G|16937||0|G
02|99506|8610000US99506|99506(ELMENDORF AFB,AK)||00|Total for all sectors||2012|76||989||0|G|13396||0|G|52983||0|G
02|99507|8610000US99507|99507(ANCHORAGE,AK)||00|Total for all sectors||2012|755||9015||0|G|96776||0|G|414781||0|G
02|99508|8610000US99508|99508(ANCHORAGE,AK)||00|Total for all sectors||2012|720||14612||0|G|208374||0|G|887016||0|G
02|99509|8610000US99509|99509(ANCHORAGE,AK)||00|Total for all sectors||2012|22||167||0|H|0|S|0|S|12348||0|H
02|99510|8610000US99510|99510(ANCHORAGE,AK)||00|Total for all sectors||2012|13||0|b|0|D|0|D|0|D|0|D|0|D
02|99511|8610000US99511|99511(ANCHORAGE,AK)||00|Total for all sectors||2012|29||566||0|G|9591||0|G|35461||0|G
02|99513|8610000US99513|99513(ANCHORAGE,AK)||00|Total for all sectors||2012|3||3||0|G|2||0|G|24||0|G
02|99514|8610000US99514|99514(ANCHORAGE,AK)||00|Total for all sectors||2012|8||0|f|0|D|0|D|0|D|0|D|0|D
02|99515|8610000US99515|99515(ANCHORAGE,AK)||00|Total for all sectors||2012|732||10765||0|G|108678||0|G|480099||0|G
02|99516|8610000US99516|99516(ANCHORAGE,AK)||00|Total for all sectors||2012|287||1026||0|G|8053||0|G|42685||0|G
02|99517|8610000US99517|99517(ANCHORAGE,AK)||00|Total for all sectors||2012|239||2065||0|G|21483||0|G|97254||0|G
02|99518|8610000US99518|99518(ANCHORAGE,AK)||00|Total for all sectors||2012|920||16052||0|G|251270||0|G|1129127||0|G
02|99519|8610000US99519|99519(ANCHORAGE,AK)||00|Total for all sectors||2012|21||2953||0|G|51368||0|G|194740||0|G
02|99520|8610000US99520|99520(ANCHORAGE,AK)||00|Total for all sectors||2012|8||0|b|0|D|0|D|0|D|0|D|0|D
02|99521|8610000US99521|99521(ANCHORAGE,AK)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
02|99522|8610000US99522|99522(ANCHORAGE,AK)||00|Total for all sectors||2012|7||21||0|G|95||0|G|468||0|G
02|99523|8610000US99523|99523(ANCHORAGE,AK)||00|Total for all sectors||2012|23||64||0|G|508||0|G|3504||0|G
02|99524|8610000US99524|99524(ANCHORAGE,AK)||00|Total for all sectors||2012|13||98||0|G|877||0|G|3064||0|G
02|99540|8610000US99540|99540(INDIAN,AK)||00|Total for all sectors||2012|7||34||0|H|184||0|H|1315||0|H
02|99545|8610000US99545|99545(KONGIGANAK,AK)||00|Total for all sectors||2012|4||0|b|0|S|0|S|0|S|405||0|H
02|99546|8610000US99546|99546(ADAK,AK)||00|Total for all sectors||2012|9||0|c|0|D|0|D|0|D|0|D|0|D
02|99547|8610000US99547|99547(ATKA,AK)||00|Total for all sectors||2012|10||23||0|G|127||0|G|664||0|G
02|99549|8610000US99549|99549(PORT HEIDEN,AK)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
02|99550|8610000US99550|99550(PORT LIONS,AK)||00|Total for all sectors||2012|4||4||0|G|18||0|G|147||0|G
02|99551|8610000US99551|99551(AKIACHAK,AK)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
02|99552|8610000US99552|99552(AKIAK,AK)||00|Total for all sectors||2012|5||0|b|0|S|112||0|H|422||0|H
02|99553|8610000US99553|99553(AKUTAN,AK)||00|Total for all sectors||2012|3||11||0|G|118||0|G|515||0|G
02|99554|8610000US99554|99554(ALAKANUK,AK)||00|Total for all sectors||2012|6||77||0|H|0|S|0|S|1423||0|H
02|99555|8610000US99555|99555(ALEKNAGIK,AK)||00|Total for all sectors||2012|4||0|a|0|D|0|D|0|D|0|D|0|D
02|99556|8610000US99556|99556(ANCHOR POINT,AK)||00|Total for all sectors||2012|55||146||0|H|749||0|H|10098||0|H
02|99557|8610000US99557|99557(ANIAK,AK)||00|Total for all sectors||2012|22||101||0|G|792||0|G|3561||0|G
02|99558|8610000US99558|99558(ANVIK,AK)||00|Total for all sectors||2012|5||7||0|G|35||0|G|455||0|H
02|99559|8610000US99559|99559(BETHEL,AK)||00|Total for all sectors||2012|125||2329||0|G|23244||0|G|106975||0|G
02|99561|8610000US99561|99561(CHEFORNAK,AK)||00|Total for all sectors||2012|3||52||0|G|206||0|H|626||0|G
02|99563|8610000US99563|99563(CHEVAK,AK)||00|Total for all sectors||2012|5||69||0|G|278||0|G|1062||0|G
02|99564|8610000US99564|99564(CHIGNIK,AK)||00|Total for all sectors||2012|5||0|b|0|D|0|D|0|D|0|D|0|D
02|99565|8610000US99565|99565(CHIGNIK LAGOON,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99566|8610000US99566|99566(CHITINA,AK)||00|Total for all sectors||2012|6||16||0|G|41||0|G|259||0|G
02|99567|8610000US99567|99567(CHUGIAK,AK)||00|Total for all sectors||2012|128||626||0|G|3612||0|G|20335||0|G
02|99568|8610000US99568|99568(CLAM GULCH,AK)||00|Total for all sectors||2012|4||6||0|G|40||0|G|275||0|H
02|99569|8610000US99569|99569(CLARKS POINT,AK)||00|Total for all sectors||2012|2||0|c|0|D|0|D|0|D|0|D|0|D
02|99571|8610000US99571|99571(COLD BAY,AK)||00|Total for all sectors||2012|13||56||0|G|446||0|G|3392||0|G
02|99572|8610000US99572|99572(COOPER LANDING,AK)||00|Total for all sectors||2012|37||45||0|H|404||0|G|4272||0|G
02|99573|8610000US99573|99573(COPPER CENTER,AK)||00|Total for all sectors||2012|20||128||0|G|1026||0|H|5265||0|G
02|99574|8610000US99574|99574(CORDOVA,AK)||00|Total for all sectors||2012|176||610||0|G|5745||0|G|31399||0|G
02|99575|8610000US99575|99575(CROOKED CREEK,AK)||00|Total for all sectors||2012|5||0|a|0|S|116||0|H|565||0|H
02|99576|8610000US99576|99576(DILLINGHAM,AK)||00|Total for all sectors||2012|74||999||0|G|11410||0|G|51506||0|G
02|99577|8610000US99577|99577(EAGLE RIVER,AK)||00|Total for all sectors||2012|451||3249||0|G|23800||0|G|104921||0|G
02|99578|8610000US99578|99578(EEK,AK)||00|Total for all sectors||2012|6||28||0|G|199||0|G|915||0|G
02|99579|8610000US99579|99579(EGEGIK,AK)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
02|99580|8610000US99580|99580(EKWOK,AK)||00|Total for all sectors||2012|1||0|b|0|D|0|D|0|D|0|D|0|D
02|99581|8610000US99581|99581(EMMONAK,AK)||00|Total for all sectors||2012|12||117||0|G|743||0|G|2867||0|G
02|99583|8610000US99583|99583(FALSE PASS,AK)||00|Total for all sectors||2012|4||13||0|G|64||0|G|457||0|G
02|99585|8610000US99585|99585(MARSHALL,AK)||00|Total for all sectors||2012|4||0|b|0|S|222||0|H|1306||0|H
02|99586|8610000US99586|99586(GAKONA,AK)||00|Total for all sectors||2012|15||34||0|G|278||0|G|1263||0|G
02|99587|8610000US99587|99587(GIRDWOOD,AK)||00|Total for all sectors||2012|63||1102||0|G|7181||0|G|28219||0|G
02|99588|8610000US99588|99588(GLENNALLEN,AK)||00|Total for all sectors||2012|54||316||0|G|3068||0|G|14808||0|G
02|99589|8610000US99589|99589(GOODNEWS BAY,AK)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
02|99590|8610000US99590|99590(GRAYLING,AK)||00|Total for all sectors||2012|3||7||0|G|25||0|G|115||0|G
02|99591|8610000US99591|99591(SAINT GEORGE ISLAND,AK)||00|Total for all sectors||2012|4||0|b|0|S|95||0|G|373||0|G
02|99599|8610000US99599|99599(ANCHORAGE,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99602|8610000US99602|99602(HOLY CROSS,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99603|8610000US99603|99603(HOMER,AK)||00|Total for all sectors||2012|506||2968||0|G|23298||0|G|108827||0|G
02|99604|8610000US99604|99604(HOOPER BAY,AK)||00|Total for all sectors||2012|7||101||0|G|609||0|G|2339||0|G
02|99605|8610000US99605|99605(HOPE,AK)||00|Total for all sectors||2012|10||0|a|0|S|107||0|H|742||0|H
02|99606|8610000US99606|99606(ILIAMNA,AK)||00|Total for all sectors||2012|13||45||0|H|444||0|H|2759||0|H
02|99607|8610000US99607|99607(KALSKAG,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99608|8610000US99608|99608(KARLUK,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99609|8610000US99609|99609(KASIGLUK,AK)||00|Total for all sectors||2012|2||0|b|0|D|0|D|0|D|0|D|0|D
02|99610|8610000US99610|99610(KASILOF,AK)||00|Total for all sectors||2012|40||0|b|0|S|511||0|H|3800||0|H
02|99611|8610000US99611|99611(KENAI,AK)||00|Total for all sectors||2012|411||3769||0|G|50308||0|G|210420||0|G
02|99612|8610000US99612|99612(KING COVE,AK)||00|Total for all sectors||2012|18||541||0|G|4219||0|G|14990||0|G
02|99613|8610000US99613|99613(KING SALMON,AK)||00|Total for all sectors||2012|42||186||0|H|1621||0|H|12144||0|G
02|99614|8610000US99614|99614(KIPNUK,AK)||00|Total for all sectors||2012|4||47||0|G|173||0|G|687||0|G
02|99615|8610000US99615|99615(KODIAK,AK)||00|Total for all sectors||2012|455||4353||0|G|37120||0|G|160981||0|G
02|99619|8610000US99619|99619(KODIAK,AK)||00|Total for all sectors||2012|2||0|c|0|D|0|D|0|D|0|D|0|D
02|99620|8610000US99620|99620(KOTLIK,AK)||00|Total for all sectors||2012|4||25||0|G|131||0|G|518||0|G
02|99621|8610000US99621|99621(KWETHLUK,AK)||00|Total for all sectors||2012|5||70||0|G|312||0|G|1278||0|G
02|99622|8610000US99622|99622(KWIGILLINGOK,AK)||00|Total for all sectors||2012|4||29||0|H|123||0|G|532||0|G
02|99623|8610000US99623|8610000US99623||00|Total for all sectors||2012|54||124||0|G|878||0|G|4681||0|G
02|99624|8610000US99624|99624(LARSEN BAY,AK)||00|Total for all sectors||2012|5||0|a|0|D|0|D|0|D|0|D|0|D
02|99625|8610000US99625|99625(LEVELOCK,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99626|8610000US99626|99626(LOWER KALSKAG,AK)||00|Total for all sectors||2012|1||0|a|0|D|0|D|0|D|0|D|0|D
02|99627|8610000US99627|99627(MC GRATH,AK)||00|Total for all sectors||2012|18||176||0|H|3187||0|H|12494||0|H
02|99628|8610000US99628|99628(MANOKOTAK,AK)||00|Total for all sectors||2012|3||0|b|0|D|0|D|0|D|0|D|0|D
02|99629|8610000US99629|99629(WASILLA,AK)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
02|99630|8610000US99630|99630(MEKORYUK,AK)||00|Total for all sectors||2012|3||0|b|0|S|87||0|H|325||0|G
02|99631|8610000US99631|99631(MOOSE PASS,AK)||00|Total for all sectors||2012|8||30||0|H|572||0|G|3152||0|G
02|99632|8610000US99632|99632(MOUNTAIN VILLAGE,AK)||00|Total for all sectors||2012|6||51||0|H|273||0|G|1056||0|G
02|99633|8610000US99633|99633(NAKNEK,AK)||00|Total for all sectors||2012|28||149||0|G|2157||0|G|26319||0|G
02|99634|8610000US99634|99634(NAPAKIAK,AK)||00|Total for all sectors||2012|7||46||0|G|148||0|G|654||0|G
02|99635|8610000US99635|99635(NIKISKI,AK)||00|Total for all sectors||2012|45||268||0|G|3635||0|G|18537||0|G
02|99636|8610000US99636|99636(NEW STUYAHOK,AK)||00|Total for all sectors||2012|3||0|b|0|D|0|D|0|D|0|D|0|D
02|99637|8610000US99637|99637(TOKSOOK BAY,AK)||00|Total for all sectors||2012|3||52||0|G|262||0|G|1155||0|G
02|99638|8610000US99638|99638(NIKOLSKI,AK)||00|Total for all sectors||2012|3||0|a|0|D|0|D|0|D|0|D|0|D
02|99639|8610000US99639|99639(NINILCHIK,AK)||00|Total for all sectors||2012|35||128||0|G|841||0|G|5288||0|G
02|99640|8610000US99640|99640(NONDALTON,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99641|8610000US99641|99641(NUNAPITCHUK,AK)||00|Total for all sectors||2012|8||55||0|G|159||0|G|807||0|G
02|99643|8610000US99643|99643(OLD HARBOR,AK)||00|Total for all sectors||2012|4||4||0|G|44||0|G|233||0|G
02|99644|8610000US99644|99644(OUZINKIE,AK)||00|Total for all sectors||2012|2||0|a|0|D|0|D|0|D|0|D|0|D
02|99645|8610000US99645|99645(PALMER,AK)||00|Total for all sectors||2012|587||4712||0|G|56228||0|G|247765||0|G
